"","movie","DatePosted","Comment"
"6387","The Machine",2023-02-27,"Happy to see Mark Hamill in the movies again"
"6388","The Machine",2023-02-23,"I&#39;ve waited for this forever!"
"6389","The Machine",2023-05-13,"This movie makes me want to play Russian Roulette and hope I get the bullet on first 🥇 pass"
"6390","The Machine",2023-02-23,"Mark Hamill looks like he&#39;s been playing Joker this whole time but with an American accent"
"6391","The Machine",2023-03-02,"I never thought I&#39;d see a movie on bert&#39;s story he tells in stand up but I&#39;m here for it."
"6392","The Machine",2023-02-23,"I cant believe they made this into a full movie🤣🤣🤣"
"6393","The Machine",2023-02-26,"I didn&#39;t realize this was getting made into a movie so I never knew how much I needed this in my life."
"6394","The Machine",2023-03-08,"Can&#39;t believe the &#39;story&#39; is gonna be a movie. Awesome Bert 🤩👍"
"6395","The Machine",2023-02-23,"We&#39;ll probably never see Mark Hamill as a live-action Joker, but this is a close second."
"6396","The Machine",2023-05-25,"Mark saying “ooo more drugs” Is exactly why I need to see this 😭❤️🤣🤣"
"6397","The Machine",2023-02-23,"when burt started talking about filming this movie i FOR SURE thought it was gonna be dogshit but this looks fucking badass."
"6398","The Machine",2023-03-06,"This man has literally taken one joke and made an empire out of it. Bravo"
"6399","The Machine",2023-02-26,"A bear on cocaine and Mark Hamill on speed in the same year?! This is the best timeline"
"6400","The Machine",2023-02-28,"Watching this purly for Mark Hamill."
"6401","The Machine",2023-02-23,"Mark Hamill saying &quot;More drugs&quot; with such enthusiasm is not something I knew I needed in my life."
"6402","The Machine",2023-02-23,"I would die for the machine!"
"6403","The Machine",2023-02-23,"About time someone gave Mark a major onscreen role besides in Star Wars."
"6404","The Machine",2023-03-04,"NGL that triple kill at the end got me. Also Mark Hamill on speed lol."
"6405","The Machine",2023-03-16,"Bert is crushing it right now.. this will def give him worldwide fame"
"6406","The Machine",2023-03-16,"This three head shot is better than the Deadpool one 🤣"
"6407","The Machine",2023-02-23,"Luke Skywalker&#39;s a badass"
"6408","The Machine",2023-05-24,"I&#39;m just devolving into Mark as the joker making machinery puns. 2 shots for Mark and Bert."
"6409","The Machine",2023-02-23,"Eigil Bryld&#39;s cinematography looks great"
"6410","The Machine",2023-03-20,"Mark Hamil completed the main storyline and is just kinda doing side quests now"
"6411","The Machine",2023-05-22,"I KNEW that was Mark Hamill -- &quot;Bert, I am your father...&quot;"
"6412","The Machine",2023-02-23,"This looks so good!! Can&#39;t wait to see it!!"
"6413","The Machine",2023-03-10,"Did anyone else hear The Joker in Mark Hamills voice when he said “he’s the motherf*cken machine!”?"
"6414","The Machine",2023-02-23,"I cannot believe that Luke Skywalker is working alongside Burnt Krishna 😳"
"6415","The Machine",2023-04-02,"Holy shit I can&#39;t wait!!!!!! Comedy movies hopefully make a comeback with this. A resurgence of when movies like 40 year old virgin and super bad came out and comedy didn&#39;t have to worry about sensitive viewers."
"6416","The Machine",2023-03-21,"This actually looks good feels like a nostalgic action comedy"
"6417","The Machine",2023-03-04,"After seeing the trailer it&#39;s definitely a shut up and take my money moment.  Can&#39;t wait to see this.  Bert is a great comedian and Mark Hamill is CRUSHING it as usual."
"6418","The Machine",2023-03-10,"I am watching this 10 times in a row."
"6419","The Machine",2023-02-23,"I love the fact that his most known standup story is getting a movie"
"6420","The Machine",2023-02-23,"I hope Bart did a recreation of the bathroom fight from Eastern Promises"
"6421","The Machine",2023-04-28,"This trailer was so much fun and I love that Mark Hamill has a major role in it. More drugs!!! Can&#39;t wait!"
"6422","The Machine",2023-03-11,"This makes me wanna write a screenplay just so Mark Hamil can play my messed up Dad!"
"6423","The Machine",2023-02-23,"holy shit! this news made my day! love you Bert!"
"6424","The Machine",2023-03-20,"Bart will be surfing this wave into eternity 😂"
"6425","The Machine",2023-03-14,"Nice to see Mark back in something that might be a good movie. Looks like a blast!"
"6426","The Machine",2023-03-18,"Born too late to explore the world.<br>Born too early to explore the universe.<br><br>Born and the perfect time for this movie!"
"6427","The Machine",2023-04-11,"Shits gonna bomb"
"6428","The Machine",2023-03-12,"You had my curiosity.... now you have my attention."
"6429","The Machine",2023-05-25,"Bert somehow has made an entire career off of one story that was like, kinda funny but like, not really in my top 10 of amazing comedic stories and yet here is another iteration of it. I like em enough but like jeez.. The Machine clothing merchandise and foam fingers next?"
"6430","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Whitney&#39;s rendition of the national anthem never fails to give me goosebumps. I consider it to be the GREATEST rendition of our national anthem. I watch it every year on Independence Day! There is no doubt that Houston&#39;s voice was delivered from the heavens above.<br> What a voice....lovely lady! RIP Whitney..."
"6431","Whitney Houston: I Wanna Dance with Somebody",2022-09-16,"I&#39;m in tears just from hearing her sing &quot;Star Spangle Banner&quot;. Her voice was/is amazing. When I was in the military, they would play that video before every movie showing they had on base. It still gives me goosebumps."
"6432","Whitney Houston: I Wanna Dance with Somebody",2022-12-04,"&quot;I don&#39;t know how to sing black and I don&#39;t know how to sing white either, I know how to sing!&quot; There will never be anyone else close to her talent or beauty again she was definitely 1 in a Billion!!!"
"6433","Whitney Houston: I Wanna Dance with Somebody",2022-12-04,"The actress seems perfect but I&#39;m very glad they are using Whitney&#39;s voice for the singing. Not only her voice CAN NOT be replicated, but I find it respectful as well. She was a true Legend. The VOICE!"
"6434","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I miss Whitney, she was a legend when she was alive and in death and forever she’ll always be a legend in my book."
"6435","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Whitney will always touch our hearts, she is a true artist by the fullest definition of the word.  she&#39;s the only artist i&#39;d rather listen to lives and live performances than the studio songs themselves.  this is certification that she had a talent never seen before.  I just watched, literally now, the documentary about her - Called Whitney -, And I was thrilled with this tribute. What a gift.  I&#39;m 19 years old, and I ask the new ones who are watching this video, pass Whitney from generation to generation, to prove that not even death was able to end the life she had in her voice."
"6436","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Naomi has really nailed her speaking voice. It is only right they use Whitney&#39;s singing voice as nobody sounds like her."
"6437","Whitney Houston: I Wanna Dance with Somebody",2022-09-17,"Only Whitney can get on the national stage in a tracksuit and still dominate the national anthem decades later."
"6438","Whitney Houston: I Wanna Dance with Somebody",2023-06-29,"I get chills every time I watch this trailer… this captures the magic, the voice, the pep and the entire essence of Whitney for those of us who grew up with her 💖✨!!! I will always see her as the princess I saw her as when I was 5. She was so special"
"6439","Whitney Houston: I Wanna Dance with Somebody",2022-12-05,"I got goosebumps. She did the best Star Spangled Banner in human history. I play it every year during 4th of July. I miss her and her music. The trailer looks great. I hope the movie does her justice."
"6440","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Omg a Whitney movie.  She will always be a legend!  ❤️"
"6441","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Screaming for Nippy. I can&#39;t wait for this. Real fact: I was offered a role as an extra in this when they were filming in Jersey but couldn&#39;t do it because of work. I&#39;m so happy to see this as a lifelong Whitney fan. We love you Nippy ❤️💕"
"6442","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Wow! I’m in tears and can’t stop watching this. She means so much to us. She deserves to be honored and respected, to be given her flowers for what she is to music. It looks soo good and i can only pray that it’s as good as it looks! 🙏🏽"
"6443","Whitney Houston: I Wanna Dance with Somebody",2022-09-18,"Whitney Houston turned my existence<br>into a real human life<br>and gave me as much happiness as no one could give. RIP in piece, great singer! And thank you for movie!"
"6444","Whitney Houston: I Wanna Dance with Somebody",2022-12-21,"I’ve known Naomi since she was 11, seen her grow into a beautiful, talented young woman. <br>I am so delighted that she has been given this major role and she deserves every accolade , she’s amazing"
"6445","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Watching this, hearing her singing, it gives me chills. Whitney was a once in a lifetime voice who left us too soon."
"6446","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"In honor of Whitney, I will see this performance. <br>Whitney was very animated too so I hope we see Naomi Ackie lightning up any room she walks in throughout this movie.<br>R.I.P. Whitney Houston 🙏🏾👑"
"6447","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"This looks so good. I teared up hearing that voice again. When she first came out in 1985 you instantly recognized she was one of the mega-stars"
"6448","Whitney Houston: I Wanna Dance with Somebody",2022-09-21,"This makes me wanna cry 😢.  Still feels like Whitney is still with us."
"6449","Whitney Houston: I Wanna Dance with Somebody",2023-01-15,"Whitney may be gone, but her voice and soul lives through us all."
"6450","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"i always think of her when im sweating for no reason other than the fact that I sweat a lot. she would drop sweat under the lights when she performed and she made it look so magical. she was like an athlete, an Olympic singer."
"6451","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I really need to listen to more of Whitney Huston. I Wanna Dance with Somebody and How Will I Know just put me in such a good mood every time I listen to them! This is going to be a really good movie"
"6452","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Sounds like Naomi Ackie nailed her speaking voice - can’t wait to watch this 😍"
"6453","Whitney Houston: I Wanna Dance with Somebody",2022-12-16,"If the trailer alone gives you GOOSEBUMPS imagine the theatrical experience<br><br>WOW. Can&#39;t wait."
"6454","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Heard the anthem part and damn literal chills,  not even a US citizen . That voice is just wow"
"6455","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Didn&#39;t know they were going to release a movie like this!!  I may actually see this in the big screen!  Only cause I LOVE her music!  I wanna hear that REAL loud!!!!!"
"6456","Whitney Houston: I Wanna Dance with Somebody",2022-10-10,"When you literally grew up with her music, it&#39;s even more meaningful. I&#39;m simply teary eyed and getting chills seeing this trailer. I can&#39;t wait to see this."
"6457","Whitney Houston: I Wanna Dance with Somebody",2022-12-02,"I was knee high to my mamma when this woman first graced us with her voice!  One Moment In Time was my sisters first dance solo.. Her vocals for the Star Spangled Banner STILL GIVES ME GOOSEBUMPS.. Her remake of I Will Always Love You was my first 💔 break-up 🎶 in Junior High..  Your ❤️ Is My ❤ is one of mine &amp; my husbands 🎵 <br>The Woman Is An Icon <br>A ⭐️ Too Bright To Shine So Bright Here:( <br>RIP Whitney Houston <br>🕊 🎙 🎼"
"6458","Whitney Houston: I Wanna Dance with Somebody",2022-09-18,"In a documentary about the Buffalo Bills trips to the SB, many of the players state how the best part of the whole experience including the game itself was getting to watch her sing the National Anthem. Gives me goosebumps every time. IMO, the greatest singer over the last 50 years, possibly all time."
"6459","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I’m so happy Whitney now has an actually biopic playing on the big screen the trailer it made me think of how much Whitney was such an iconic singer and known as the voice so iconic still gone way too soon"
"6460","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"The best thing about this is - they have used her REAL voice. Her own voice. Unlike the Aretha Franklin biopic, where Jennifer Hudson sang her songs. <br><br>The experience of hearing THAT VOICE in theaters would be something else! 😍😍"
"6461","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I saw an interview with her drummer. He said Whitney would always go for the jugular in every song. But, you never knew when it was coming. That was one secret to how amazing she was. Example, she could go high, or like in the anthem she aims for a lower alternate take on the &quot;braaaa-aaave&quot; at the end. She knew how to make it stun."
"6462","Whitney Houston: I Wanna Dance with Somebody",2022-12-30,"Just got done watching this with my mom (she was alive during her era however I was born in 2000) so I only know her because of her song “ I wanna dance with somebody” but after watching her and only knowing her one song and how she died, I gotta say the movie was AMAZING. It felt like I was actually there with her the whole time. If you’re a younger generation like me I would suggest you watch this movie to get to know more of her."
"6463","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I&#39;m so glad they&#39;re finally making a movie about Whitney Houston 🙌"
"6464","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"To this day, no one has had a rendition of the US national anthem like Whitney.......I repeat......NO ONE!!!!!!!!!"
"6465","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"seeing her sing the national anthem brings back all those emotions when i seen her do it the first time."
"6466","Whitney Houston: I Wanna Dance with Somebody",2022-09-21,"The Greatest singer of all time! The voice! Been waiting for this movie. So thankful that there is one of those amazing things to look forward to this Decemeber."
"6467","Whitney Houston: I Wanna Dance with Somebody",2022-09-25,"FOREVER THE VOICE. And NOBODY will ever take that title away from her. Nobody. I can&#39;t wait to watch this &lt;3"
"6468","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Love that the movie is being told through her discography, glad all era&#39;s are getting love including 2009 era. But I&#39;m most glad Whitney Houston sings to her own story with The Voice. 🥺😭🎙️💜🕊️ Can&#39;t wait to see it, hope South Africa also gets a theatre release on the same day. 🤞🏻🤞🏻🤞🏻"
"6469","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"You know something, looking at the trailer, I understand now why it was decided that &quot;I Wanna Dance With Somebody&quot; was the more fitting title for the movie as opposed to &quot;I Will Always Love You&quot;, because Somebody was her career&#39;s biggest landmark, what made her the icon she continues to be today along with many of her incredible songs, but its &quot;I Wanna Dance With Somebody&quot; that broke every barrier at her rise of stardom. I absolutely cannot wait to see Naomi Ackie shine greatly as Whitney!"
"6470","Whitney Houston: I Wanna Dance with Somebody",2022-09-16,"OMG! This preview gave me all the feels!! Love you Whitney! I literally teared up just watching this.  She’s like an aunt by love 💕"
"6471","Whitney Houston: I Wanna Dance with Somebody",2022-12-25,"This was an amazing movie 🍿, it was done with class and they gave WEH her flowers instead of just focusing on her trials and tribulations, trust they are in the movie but they highlighted her beautiful talent.  RIP."
"6472","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I grew up watching and admiring Whitney Houston!! Im so excited to see this rendition of her life,please be good!! Is what Whitney deserve 💓💓💓"
"6473","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I don’t know if this movie is going to be good or not, but I got goosebumps when she said “Whitney Elizabeth Houston”, it was like listening to Whitney."
"6474","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I don&#39;t know much about Naomi Ackie, but seeing how she embodies in this powerful performance of Whitney Houston.The truth is that she is very talented and has a magnificent voice, from playing one of my favorite R&amp;B, soul, and pop singers. I wait her 🤩🥰🥰🎤"
"6475","Whitney Houston: I Wanna Dance with Somebody",2022-09-18,"Really can&#39;t wait to see this ❤ literally got goosebumps when I watched this trailer. Absolutely love Whitney and still miss her so much, hope your at peace now. One of my biggest musical Heroes x"
"6476","Whitney Houston: I Wanna Dance with Somebody",2022-12-11,"We sure miss her and her music!!!! RIP!!"
"6477","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Say what you want but Naomi Ackie looks stellar as Whitney Houston. The fact that the trailer showed no drugs , let’s me know they focused on the right thing. HER VOICE, and it’s about damn time. Yes drugs will be shown because it was apart of her struggles but I’m glad that the main focus seems to be her voice, the tribute Whitney deserves. She was more then her demons!!! 👏🏾<br><br>Update: To the responses of her not looking like Whitney , y’all can be mad all y’all want , Naomi won the role fair and square, she auditioned just like everybody else!! The role was not handed to her, she put in the work , and gave Whitney’s team what they were looking for, im almost 100% sure there was several girls that looked more like her during the audition process that took nearly a year but if Naomi gave the best performance then she was the right choice!!!!! She is an actress not a look alike impersonator. Y’all see a trailer and assume she isn’t the right choice y’all do this with damn near every biopic that comes out , and majority of the time the actors y’all bully for not looking like the person their playing honestly ends up being some of best performances! Recently Austin Butler as Elvis literally Austin didn’t look shit like Elvis but he nailed that part because his job was to act!!! So is Naomi’s!!!"
"6478","Whitney Houston: I Wanna Dance with Somebody",2022-09-16,"They sold the hell out of this movie with this trailer. Had me tearing up twice. So glad it&#39;s being done in a big way. Because Whitney deserves it ❤️"
"6479","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"“A hook? I’ll give it a hook!” So perfect 😂 Whitney’s Voice was The Hook!!"
"6480","Whitney Houston: I Wanna Dance with Somebody",2022-09-21,"That Star Spangled Banner sequence has been shown in such a GRAND and EPIC scale, it would be an experience unlike any other biopic just to witness THAT on the big screen. <br><br>Can&#39;t wait 👏👏"
"6481","Whitney Houston: I Wanna Dance with Somebody",2022-12-23,"About time they dedicated a movie and a big screen strictly to Whitney Houston. I’ve been obsessed with her my whole life. She’s an inspiration to me and I will be there opening day to see this. I just hope they portray the good that she accomplished and not the drugs and bad things."
"6482","Whitney Houston: I Wanna Dance with Somebody",2022-09-23,"Whitney Houston was, is, and always will be The Greatest Voice of All."
"6483","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"The only one who can give me continuous goosebumps with her voice. I miss her :("
"6484","Whitney Houston: I Wanna Dance with Somebody",2022-09-21,"This reminds me of just how much I miss you Whitney!"
"6485","Whitney Houston: I Wanna Dance with Somebody",2022-12-31,"Wow! What a movie. Naomi Ackie does such a fantastic performance and the music and vocals of Whitney Houston, how they used them so well. Thank you, Sony. This was one of the best movies I have seen at the cinema in a long time!"
"6486","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"She doesn’t look like Whitney at all but she definitely seems to have the mannerisms down and she also her speaking voice also sounds like Whitney. I’m excited to see this."
"6487","Whitney Houston: I Wanna Dance with Somebody",2022-11-21,"When this played in the theatres - I got GOOSEBUMPS! I got butterflies, EVERYTHING. Im excited to watch this"
"6488","Whitney Houston: I Wanna Dance with Somebody",2022-11-12,"Nippy was born the same year as me: 1963.   And yes,  she was the greatest voice of that/our generation.   I can&#39;t think of a possible exception."
"6489","Whitney Houston: I Wanna Dance with Somebody",2023-04-25,"I choked the minute, she sang the song GREATEST LOVE OF ALL. <br>What a privelege to grow up during those years listening to Whitney. Today&#39;s generation will never understand what music really meant once upon a time. Lovely movie..."
"6490","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I CAN&#39;T WAIT!!! Whitney Houston is one of my favorite singers ever!!😍😍😍"
"6491","Whitney Houston: I Wanna Dance with Somebody",2023-04-29,"I just saw the movie on Netflix and it was so beautiful. Whitney is truly “the VOICE” 😢❤"
"6492","Whitney Houston: I Wanna Dance with Somebody",2022-09-17,"This is classic! Can&#39;t wait to see this! Who doesn&#39;t love Whitney? She was the bomb diggity! Glad they are using her real voice. Her pipes would be hard to copy lol"
"6493","Whitney Houston: I Wanna Dance with Somebody",2022-12-21,"Why is it that the brightest of stars burn out and fade away too early? This looks to be an amazing biopic of a very humble and talented young woman."
"6494","Whitney Houston: I Wanna Dance with Somebody",2022-10-16,"I am 40 yrs old and have been a fan since I was 4, this is the first time I am pleased about a Whitney movie"
"6495","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Wow I’m speechless &amp; just in Awe !!! This movie looks like it’s gonna be a joyous celebration of the life of Whitney Houston but also heartbreaking 💔 as well. I feel like she accomplished so much in her 48 yrs here on earth an tried to overcome her inner demons/trauma. Her legacy will forever remain embedded in this world!!! Even though she survived Sexual abuse I honestly feel like it haunted her later in life &amp; as a Sexual abuse survivor myself I can tell you that the after affects are no joke . All Whitney ever wanted was to be herself &amp; feel Loved 🥰 not used by some ppl around her. She was such a Beautiful Soul inside &amp; out"
"6496","Whitney Houston: I Wanna Dance with Somebody",2022-09-16,"This looks like a nice positive movie about the greatest singer of all time and I&#39;m here for it!"
"6497","Whitney Houston: I Wanna Dance with Somebody",2023-01-03,"I just watched it tonight, and each time Whitney&#39;s song came on, I cried because I&#39;d remember when it actually came out and how tragic that she died so young. <br>R.I.P. Miss Houston, your star shone so brightly for the whole world, and now you&#39;re amongst the stars in heaven. <br>My favourite song: I Have Nothing ❤️"
"6498","Whitney Houston: I Wanna Dance with Somebody",2023-02-08,"I just saw this movie and it made me cry so much! I&#39;m sure Whitney is smiling from heaven, this is how she would&#39;ve wanted to be remembered. The Voice!"
"6499","Whitney Houston: I Wanna Dance with Somebody",2022-09-17,"Its a Must seee! This is an emocional trailer: Whitneys voice, the National Anthem, the Air Force planes, brings me great memories of Whitney and tears, wow. Cent wait!."
"6500","Whitney Houston: I Wanna Dance with Somebody",2022-10-28,"Only whitney can put tears in my eyes......shes just too much"
"6501","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Released through Sony Pictures Releasing. Some of late Whitney Houston&#39;s original recordings provided by Sony Music Entertainment."
"6502","Whitney Houston: I Wanna Dance with Somebody",2022-09-18,"Say what you will about the writing of the Bohemian Rhapsody biopic but I am grateful every day that that team of people chose to have both Freddie and Whitney’s voices sing their own songs. Those voices are irreplaceable. It’s what they deserve."
"6503","Whitney Houston: I Wanna Dance with Somebody",2023-01-09,"Whitney was the music that made me so happy in my late 20&#39;s. She will never be forgotten."
"6504","Whitney Houston: I Wanna Dance with Somebody",2022-12-29,"Ok I believe everyone who consider watching it, you&#39;d better go to theatre. It really felt like my most beloved singer on the earth came back in my sight, I couldn&#39;t hold my tears for 2 hours with the music sound and replicated image of her! I love you Whitney and I didn&#39;t know much about her life in the entertainment industry, its sad to know how the greatest musicians are often not only influenced by uncontrollable money and power but also been put under patriarchy exploitation. I appreciate more her life devoted to those songs she left, and producers who directed the movie 😭"
"6505","Whitney Houston: I Wanna Dance with Somebody",2022-12-05,"One of the greatest voices in history—male or female—absolutely no doubt about that. 😊. There is absolutely no question why Ms. Houston is/was referred to as The Voice. 😊. No one to this day has had a voice like hers. 😊."
"6506","Whitney Houston: I Wanna Dance with Somebody",2022-12-29,"Saw the movie today. It&#39;s my birthday. Thank my sister. Was so beautiful 😍 to sing with you."
"6507","Whitney Houston: I Wanna Dance with Somebody",2022-11-04,"OMG!! I can’t wait. I hope this film gives her Whitney’s very well deserved recognition. It is a shame the way she ended…"
"6508","Whitney Houston: I Wanna Dance with Somebody",2023-02-18,"Everyone saying they&#39;re glad they used Whitney&#39;s singing . Noone and I mean Noone could or ever will compare to that woman . She is and forever will be loved and missed by everyone 💗"
"6509","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"I will always get goosebumps whenever I hear her sing the US anthem."
"6510","Whitney Houston: I Wanna Dance with Somebody",2022-09-16,"Looks really good and the fact that its named after my fav Whitney song is a bonus. Long Live the great, goat Whitney Houston"
"6511","Whitney Houston: I Wanna Dance with Somebody",2022-09-18,"What a voice ❤❤❤<br>She used her voice like an instrument. Incredible"
"6512","Whitney Houston: I Wanna Dance with Somebody",2023-01-12,"I remember her performance at the super bowl. The first time I saw my father cryin, Ha was standing up and applauding the tv.<br><br>Now I&#39;m crying because of the movie trailer."
"6513","Whitney Houston: I Wanna Dance with Somebody",2022-12-28,"This was a heart rending telling of the story of Whitney Houston---too soon gone.  She was one of a kind.  Splendid!"
"6514","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Now THIS looks like a biopic!!!! Whitney should’ve never been reduced to a made for TV movie. She’s an LEGENDPERIOD"
"6515","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"This movie is gonna be so emotional. I can’t wait to see it. RIP Whitney ❤️"
"6516","Whitney Houston: I Wanna Dance with Somebody",2022-09-20,"As a kid who grew up on her generation..This gave me chills. Can’t wait! 😍"
"6517","Whitney Houston: I Wanna Dance with Somebody",2022-10-25,"I can&#39;t wait to watch this bio movie 🎥 of 1 of the Greatest Diva of ALL times Ms Whitney Houston. Truly an Iconic Artist. Love 💕 luv 💞 it 😘"
"6518","Whitney Houston: I Wanna Dance with Somebody",2022-09-17,"She was my vocal inspiration. I miss her EVERY TIME i hear her music. She was a vocal phenom blessed beyond belief. And it so saddens me how she met her VERY untimely fate. I thank you Whitney for ALL the great memories you created musically and in movies. You wrestled with so many demons i pray your at peace now. Singing in god&#39;s choir front and center as you should be. RIP my dear."
"6519","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"ok, I was wrong my first thought was how many movies are they going to make about Ms. Whitney, but after seeing this trailer I believe they finally got it right and it&#39;s what we needed. Can&#39;t wait to see it❣"
"6520","Whitney Houston: I Wanna Dance with Somebody",2022-11-09,"Every time I see her in that jump suit to sing the national anthem…. It’s just breathless. She was the most amazing singer in the world. I know she had a lot of bad press, but I just hope they shine a better light on her."
"6521","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"Best singer ever. <br>And good job putting in the movie her singing the National anthem. <br>She killed it that night.<br>Every American who seen that performance was in absolute awe<br>. We were proud of her, And we were proud to be Americans. <br>She didn&#39;t do anything but just sing it, unlike other performances trying to be unique. She was amazing to say the least. Anyone who heard it that night, Can&#39;t unhear it. Nobody even comes close to her, Nobody ever will.<br><br>Whoever thought of making this movie. Good job, she deserves it. She will be missed. But she will always be a legend."
"6522","Whitney Houston: I Wanna Dance with Somebody",2022-09-21,"She had the best laugh!! Miss you Whitney!!"
"6523","Whitney Houston: I Wanna Dance with Somebody",2022-09-15,"If the trailer gave me chills (in a good way) I know the movie is going to be great! Legend forever! ♥️♥️♥️"
"6524","Poor Things",2023-06-08,"Willem Dafoe has been in the &quot;why tf not?&quot; stage of his career for almost 30 years now and it&#39;s been fun to see"
"6525","Poor Things",2023-06-09,"All I’m saying is I don’t think a movie like Everything Everywhere All At Once would have won so many awards or got so much attention 15 years ago. Is that so wrong? I know weird movies have always existed, I own most of them. But I didn’t know personally anyone else who liked them as much as me before. I’m happy about something. Sorry for offending everyone sheesh 🙄"
"6526","Poor Things",2023-06-08,"Willem Dafoe and Yorgos Lanthimos is one of those dream pairings that I&#39;m so glad we finally got."
"6527","Poor Things",2023-06-10,"I’m surprised A24 didn’t get their hands on this project. It looks like they’re influencing the industry &amp; pushing other studios to break out of their comfort zone &amp; I love it! 😊"
"6528","Poor Things",2023-06-08,"Wonderful trailer. We get a basic premise, a vibe, a sizzle of beautiful shots, and lots of questions to be answered. 100% going to be seeing this in theatres."
"6529","Poor Things",2023-06-08,"Emma Stone really said it’s time for a second Oscar!"
"6530","Poor Things",2023-06-09,"The cinematography, production design, costumes, makeup, hair, and visual effects are absolutely breathtaking. The art direction reminds me of the surreal kids paintings and movies I watched as a kid. It’s giving mirrormask vibes."
"6531","Poor Things",2023-06-08,"I love that they didn&#39;t overshare in the trailer. Just basic plot details, definitely looking forward to this one!!"
"6532","Poor Things",2023-06-08,"Emma stone is winning her second Oscar. And this movie is winning cinematography for sure."
"6533","Poor Things",2023-12-04,"I’m absolutely loving that arthouse films are getting a much bigger budget and spotlight nowadays. I loooove quirky avant-garde films and stories like these. Like jet fuel for the senses and imagination. I’m all in for this gem! December 2023 is going to be HUGE for quite a few films! There’s so many to list, so little time to catch them all in theaters (not to mention my wallet given the holidays 😂)"
"6534","Poor Things",2023-06-18,"I did not realise they&#39;d released a trailer for this. Alasdair Gray is absolutely my favourite author, so to see that this adaptation seems to be doing his work justice is very heartening."
"6535","Poor Things",2023-06-09,"Wonderful trailer."
"6536","Poor Things",2023-06-08,"Cinematography, design and costumes look incredible."
"6537","Poor Things",2023-06-12,"Emma Stone- Mark Ruffalo➡️a couple I never expected to witness,but I love it.<br>Emma Stone-Yorgos Lanthimos➡️ a cinematic duo made in heaven."
"6538","Poor Things",2023-06-17,"emma stone is completely out acting every single person in this trailer and she’s doing it so effortlessly. her performance is gonna be insane and will likely earn her oscar number 2."
"6539","Poor Things",2023-06-08,"I&#39;m just in awe of how weird, creepy yet extraordinary this tale looks 😲"
"6540","Poor Things",2023-06-08,"Ugh can’t wait! So glad Emma Stone is working with Yorgos Lanthimos repeatedly bc I think he does get the best out of her"
"6541","Poor Things",2023-06-08,"I have to admit, I don&#39;t find Yorgos&#39; films to be for me, but I absolutely cannot deny that he is truly visionary in every sense of the word, and that is something I have to support."
"6542","Poor Things",2023-06-08,"This feels like a Terry Gilliam film. It&#39;s either a hit or miss I will still watch it because Yorgos is directing it!"
"6543","Poor Things",2023-06-08,"I am living and dying for the aesthetic of this movie. It&#39;s giving me very specific vibes like the way they depicted heaven on what dreams may come. Or the smashing pumpkins tonight tonight video."
"6544","Poor Things",2023-06-08,"As someone who did read the book, y’all should be very excited to see what Yorgos Lanthimos and Emma Stone do with this!!😅"
"6545","Poor Things",2023-06-08,"The Favourite was a masterpiece. Emma is clearly brilliant. AGAIN. and seeing Jarrod makes me VERY happy. I can&#39;t wait for this one."
